Gender,Age,Education,EmploymentStatus,Income
Female,55 to 64,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?",
Female,55 to 64,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,55 to 64,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,35 to 49,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Male,55 to 64,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Male,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,18 to 34,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Male,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,35 to 49,High School diploma or equivalent,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,18 to 34,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
I do not wish to respond,18 to 34,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,50 to 54,University certificate or diploma below bachelor's level,"Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,18 to 34,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,18 to 34,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?",I do not wish to respond
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?",I do not wish to respond
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,35 to 49,Post graduate degree above bachelor's level,"Working part-time, that is, less than 35 hours per week?","$40,000 to just under $60,000"
Female,55 to 64,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$40,000 to just under $60,000"
Female,18 to 34,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$40,000 to just under $60,000"
Female,55 to 64,"College, CEGEP or other non-university certificate or diploma",Retired?,"$150,000 and above"
Female,55 to 64,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,55 to 64,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Male,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$40,000 to just under $60,000"
Male,55 to 64,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
I do not wish to respond,55 to 64,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,18 to 34,Post graduate degree above bachelor's level,Other,"$60,000 to just under $80,000"
Female,55 to 64,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,50 to 54,Bachelor's degree,"Working part-time, that is, less than 35 hours per week?","$150,000 and above"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$20,000 to just under $40,000"
Female,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$40,000 to just under $60,000"
Female,55 to 64,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,65 or older,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?",I do not wish to respond
Female,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Male,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Male,55 to 64,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,50 to 54,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Male,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,50 to 54,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?",I do not wish to respond
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?",I do not wish to respond
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Male,35 to 49,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,18 to 34,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Male,18 to 34,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Male,35 to 49,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,18 to 34,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?",I do not wish to respond
Male,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,35 to 49,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,55 to 64,"College, CEGEP or other non-university certificate or diploma","Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Male,,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
Female,18 to 34,Bachelor's degree,"Working full-time, that is, 35 or more hours per week?","$80,000 to just under $100,000"
Female,35 to 49,High School diploma or equivalent,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,55 to 64,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$100,000 to just under $150,000"
Female,35 to 49,Post graduate degree above bachelor's level,"Working full-time, that is, 35 or more hours per week?","$60,000 to just under $80,000"
Female,18 to 34,High School diploma or equivalent,"Working full-time, that is, 35 or more hours per week?","$150,000 and above"
